UF;cidade;publicacao;data_publicacao;link;titulo_publicacao;texto_contrato
Estado de São Paulo;PREFEITURA MUNICIPAL DE QUINTANA;Edição Nº 219 de 23/11/2021 - Pág. 346;23/11/2021;https://www.in.gov.br/web/dou/-/extratos-de-contrato-361594572;"
        EXTRATOS DE CONTRATO
      ";"Contrato nº 47/2021 - Processo nº77/2021 - Inexigibilidade nº 01/2021. Contratante: Município de Quintana. Contratada: LARA MENEZES DA SILVA EDIÇÕES E PRODUÇÕES-ME Objeto: Realização de show com a dupla Dai &amp; Lara no dia 29/11/2021 em comemoração as festividades de aniversário da cidade no município. Valor do contrato: R$ 35.000,00 Vigência: 29/11/2021 Assinatura: 12/11/2021.Contrato nº 48/2021 - Processo nº 80/2021 - Dispensa nº 37/2021 Contratante: Município de Quintana. Contratada: MARCELO RODRIGUES 20669952826. Objeto: Contratação de empresa para a pintura do prédio da Escola Pedro Somerhauzer no município. Valor do contrato: R$ 13.000,00 Vigência:12/01/2022 Assinatura: 12/11/2021."
Entidades de Fiscalização do Exercício das Profissões Liberais;Conselho Regional de Química da 3ª Região;Edição Nº 218 de 22/11/2021 - Pág. 221;22/11/2021;https://www.in.gov.br/web/dou/-/extrato-de-contrato-uasg-926609-361128326;"
        EXTRATO DE CONTRATO - UASG 926609
      ";TERMO DE CONTRATO n.º 014/2021-00- TJDL n.º 001/2021CONTRATADA: BRASIL ESPORTE SHOW PRODUÇÕES E EVENTOS EIRELI - CNPJ nº 30.738.677/0001-92. Objeto: Contratação de empresa para a produção de material audiovisual com conteúdo, missão e atuação dos profissionais da química de forma a ampliar o potencial da química no estado do Rio de janeiro pelo Conselho Regional de Química - Terceira Região. Assinatura: 16/11/2021. Vigência: 16/11/2021 a 16/05/2022. Valor total de: 17.400,00 (dezessete mil e quatrocentos reais). Proc Adm n.º CRQ-LC/086/2020.
Estado de São Paulo;PREFEITURA MUNICIPAL DE LUTÉCIA;Edição Nº 217 de 19/11/2021 - Pág. 355;19/11/2021;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-197/2021-360809130;"
        extrato de CONTRATO Nº 197/2021
      ";"Contratante: Prefeitura Municipal de Lutécia. CNPJ nº 44.544.880/0001-32. Processo Licitatório nº 085/2021. Inexigibilidade de licitação nº 003/2021. Objeto: ""Contratação de show artístico com Marcos Paulo e Marcelo para festividades do mês de aniversário do município, que acontecerá no dia 27 de novembro de 2021"". Contratada: Oeste Produções, Publicidade e Eventos Ltda. CNPJ nº 13.095.742/0001-90. Valor: R$ 43.300,00 (quarenta e três mil e trezentos reais). Fiscal do Contrato: Rodrigo Otávio César Alves. Vigência: 16/11/2021 a 30/11/2021. Data da assinatura: 16/11/2021."
Estado de São Paulo;PREFEITURA MUNICIPAL DE LUTÉCIA;Edição Nº 217 de 19/11/2021 - Pág. 355;19/11/2021;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-198/2021-360809052;"
        extrato de CONTRATO Nº 198/2021
      ";"Contratante: Prefeitura Municipal de Lutécia. CNPJ nº 44.544.880/0001-32. Processo Licitatório nº 086/2021. Inexigibilidade de licitação nº 004/2021. Objeto: ""Contratação de show artístico com a Banda Metrópole para festividades do mês de aniversário do município, que acontecerá no dia 28 de novembro de 2021"". Contratada: Ricardo de Souza Argenton. CNPJ nº 11.840.160/0001-65. Valor: R$ 17.000,00 (dezessete mil reais). Fiscal do Contrato: Rodrigo Otávio César Alves. Vigência: 16/11/2021 a 30/11/2021. Data da assinatura: 16/11/2021."
Estado do Pará;Prefeitura Municipal de Vitória do Xingu;Edição Nº 216 de 18/11/2021 - Pág. 284;18/11/2021;https://www.in.gov.br/web/dou/-/extratos-de-contratos-360470901;"
        EXTRATOS DE CONTRATOS
      ";"PREGÃO ELETRONICO SRP Nº 9/2021-061-PMVX - PARTES: FUNDO MUNICIPAL DE SAÚDE DE VITÓRIA DO XINGU - CNPJ: 11.190.812/0001-63 - CONTRATADO: ANTONIO BRITO DIAS- ME - CNPJ: 06.901.190/0001-02, Contrato nº 20210546 com o valor global de R$: 96.016,00; FONTE DE RECURSOS: 2.035, 2.039, 2.047, 2.095, 3.3.90.39.00; VIGÊNCIA: até 22/09/2022; OBJETO: Confecção e fornecimento de material gráfico; Vitória do Xingu/PA, 23/09/2021- Roseli A. de Almeida Braga - Secretária Municipal de Saúde.PREGÃO PRESENCIAL SRP Nº 9/2021-068-PMVX - PARTES: CONTRATANTE: FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CNPJ: 13.461.787/0001-30 - CONTRATADO: MOISES CAMPOS DOS SANTOS 01034827251 - CNPJ: 42.645.546/0001-40, Contrato nº 20210656 com o valor global de R$: 21.750,00; FONTE DE RECURSOS: 2.066, 2.071, 3.3.90.39.00; VIGÊNCIA: até 03/11/2022; OBJETO: Fornecimento de marmitex e refeições; Vitória do Xingu/PA, 04/11/2021 - Adna Romilis da Silva Torres - Secretária Municipal do Trabalho e Promoção Social.PREGÃO PRESENCIAL SRP Nº 9/2021-069-PMVX - PARTES: CONTRATANTE: SECRETARIA MUNICIPAL DE EDUCAÇÃO DE VITÓRIA DO XINGU - SEMED - CNPJ: 14.811.402/0001-80 - CONTRATADO: SPEED CAR AUTO CENTER COMÉRCIO DE PEÇAS E SERVIÇOS EIRELI - CNPJ: 38.137.403/0001-50, Contrato nº 20210603 com o valor global de R$: 157.415,00; FONTE DE RECURSOS: 2.063, 3.3.90.39.00; VIGÊNCIA: até 17/10/2021; OBJETO: Aquisição de peças e prestação de serviços de manutenção de veículos diversos; Vitória do Xingu/PA, 18/10/2021- Grimário Reis Neto - Secretário Municipal de Educação.PREGÃO PRESENCIAL SRP Nº 9/2021-084-PMVX - PARTES: CONTRATANTE: MUNICÍPIO DE VITÓRIA DO XINGU (Prefeitura Municipal de Vitória do Xingu) - CNPJ: 34.887.935/0001-53 - CONTRATADO: W X DA COSTA COMÉRCIO E SERVIÇOS LTDA - CNPJ: 34.511.178/0001-19, Contrato nº 20210629 com o valor global de R$: 127.450,00; CONTRATADO: PAPELARIA E ARMARINHO RR LTDA - CNPJ: 83.734.699/0001-40, Contrato nº 20210630 com o valor global de R$: 140.056,00; CONTRATADO: A MUSICAL PRODUÇÕES EIRELI - CNPJ: 01.419.868/0001-93, Contrato nº 20210631 com o valor global de R$: 185.475,00; CONTRATADO: A MARCIO PRADO GONÇALVES EIRELI - ME - CNPJ: 26.920.123/0001-34, Contrato nº 20210632 com o valor global de R$: 192.250,00; CONTRATADO: V C DE OLIVEIRA EIRELI - ME - CNPJ: 14.790.890/0001-97, Contrato nº 20210633 com o valor global de R$: 160.307,96; CONTRATADO: C PESSOA DA SILVA - ME - CNPJ: 20.647.489/0001-03, Contrato nº 20210634 com o valor global de R$: 27.256,00; FONTE DE RECURSOS: 2.005, 3.3.90.39.00; VIGÊNCIA: até 24/10/2021; OBJETO: Prestação de serviços de realização de eventos (incluindo locação de equipamentos); Vitória do Xingu/PA, 25/10/2021- Márcio Viana Rocha - Prefeito Municipal.PREGÃO ELETRONICO SRP Nº 9/2021-082-PMVX - PARTES: MUNICÍPIO DE VITÓRIA DO XINGU (Prefeitura Municipal de Vitória do Xingu) - CNPJ: 34.887.935/0001-53 - CONTRATADO: DELTA VEÍCULOS LTDA - CNPJ: 04.243.106/0001-77, Contrato nº 20210635 com o valor global de R$: 448.000,00; FONTE DE RECURSOS: 2.018, 4.4.90.52.00; VIGÊNCIA: até 24/10/2022; OBJETO: Fornecimento de veículos (caminhonete 4x4); Vitória do Xingu/PA, 25/10/2021- Márcio Viana Rocha - Prefeito Municipal.PREGÃO PRESENCIAL SRP Nº 9/2021-069-PMVX - PARTES: CONTRATANTE: SECRETARIA MUNICIPAL DE EDUCAÇÃO DE VITÓRIA DO XINGU - SEMED - CNPJ: 14.811.402/0001-80 - CONTRATADO: LAZARINI &amp; AZEVEDO LTDA - CNPJ: 18.142.954/0001-02, Contrato nº 20210636 com o valor global de R$: 39.133,92; FONTE DE RECURSOS: 2.063, 3.3.90.30.00; VIGÊNCIA: até 24/10/2021; OBJETO: Aquisição de peças e prestação de serviços de manutenção de veículos diversos; Vitória do Xingu/PA, 25/10/2021- Grimário Reis Neto - Secretário Municipal de Educação.PREGÃO PRESENCIAL SRP Nº 9/2021-069-PMVX - PARTES: CONTRATANTE: SECRETARIA MUNICIPAL DE EDUCAÇÃO DE VITÓRIA DO XINGU - SEMED - CNPJ: 14.811.402/0001-80 - CONTRATADO: N R DA SILVA EIRELI - CNPJ: 15.837.895/0001-90, Contrato nº 20210645 com o valor global de R$: 426.008,58; CONTRATADO: J A CANDIDO JUNIOR - CNPJ: 28.248.872/0001-92, Contrato nº 20210646 com o valor global de R$: 214.055,00; CONTRATADO: F DE AQUINO GALVÃO LTDA - CNPJ: 04.716.288/0001-56, Contrato nº 20210647 com o valor global de R$: 285.183,00; FONTE DE RECURSOS: 2.063, 3.3.90.30.00; VIGÊNCIA: até 02/11/2021; OBJETO: Aquisição de peças e prestação de serviços de manutenção de veículos diversos; Vitória do Xingu/PA, 03/11/2021- Grimário Reis Neto - Secretário Municipal de Educação.PREGÃO PRESENCIAL SRP Nº 9/2021-068-PMVX - PARTES: CONTRATANTE: SECRETARIA MUNICIPAL DE EDUCAÇÃO DE VITÓRIA DO XINGU - SEMED - CNPJ: 14.811.402/0001-80 - CONTRATADO: A ASSUNÇÃO FIGUEIRA EIRELI - CNPJ: 42.816.221/0001-82, Contrato nº 20210648 com o valor global de R$: 16.325,00; FONTE DE RECURSOS: 2.063, 2.071, 3.3.90.30.00; VIGÊNCIA: até 02/11/2022; OBJETO: Fornecimento de marmitex e refeições; Vitória do Xingu/PA, 03/11/2021 - Grimário Reis Neto - Secretário Municipal de Educação.PREGÃO ELETRONICO SRP Nº 9/2021-063-PMVX - PARTES: CONTRATANTE: SECRETARIA MUNICIPAL DE EDUCAÇÃO DE VITÓRIA DO XINGU - SEMED - CNPJ: 14.811.402/0001-80 - CONTRATADO: FACILAR MÓVEIS E ELETRO ELETRÔNICOS LTDA - CNPJ: 41.522.985/0001-00, Contrato nº 20210653 com o valor global de R$: 60.770,00; FONTE DE RECURSOS: 2.063, 4.4.90.52.00; VIGÊNCIA: até 03/11/2022; OBJETO: Aquisição de equipamentos diversos (material permanente); Vitória do Xingu/PA, 04/11/2021- Grimário Reis Neto - Secretário Municipal de Educação.PREGÃO PRESENCIAL SRP Nº 9/2021-069-PMVX - PARTES: CONTRATANTE: SECRETARIA MUNICIPAL DE EDUCAÇÃO DE VITÓRIA DO XINGU - SEMED - CNPJ: 14.811.402/0001-80 - CONTRATADO: 2 COELHOS AUTO PEÇAS LTDA - CNPJ: 05.679.879/0002-44, Contrato nº 20210657 com o valor global de R$: 47.300,00; FONTE DE RECURSOS: 2.063, 3.3.90.30.00; VIGÊNCIA: até 04/11/2021; OBJETO: Aquisição de peças e prestação de serviços de manutenção de veículos diversos; Vitória do Xingu/PA, 05/11/2021- Grimário Reis Neto - Secretário Municipal de Educação.PREGÃO PRESENCIAL SRP Nº 9/2021-069-PMVX - PARTES: CONTRATANTE: MUNICÍPIO DE VITÓRIA DO XINGU (Prefeitura Municipal de Vitória do Xingu) - CNPJ: 34.887.935/0001-53 - CONTRATADO: SPEED CAR AUTO CENTER COMÉRCIO DE PEÇAS E SERVIÇOS EIRELI - CNPJ: 38.137.403/0001-50, Contrato nº 20210658 com o valor global de R$: 329.000,00 e Contrato nº. 20210661 com o valor global de R$: 60.630,00; FONTE DE RECURSOS: 2.024, 3.3.90.30.00 e 3.3.90.39.00; VIGÊNCIA: até 04/11/2021; OBJETO: Aquisição de peças e prestação de serviços de manutenção de veículos diversos; Vitória do Xingu/PA, 05/11/2021- Márcio Viana Rocha - Prefeito Municipal.PREGÃO ELETRONICO SRP Nº 9/2021-082-PMVX - PARTES: MUNICÍPIO DE VITÓRIA DO XINGU (Prefeitura Municipal de Vitória do Xingu) - CNPJ: 34.887.935/0001-53 - CONTRATADO: DELTA VEÍCULOS LTDA - CNPJ: 04.243.106/0001-77, Contrato nº 20210663 com o valor global de R$: 292.000,00; FONTE DE RECURSOS: 2.005, 4.4.90.52.00; CONTRATADO: DELTA VEÍCULOS LTDA - CNPJ: 04.243.106/0001-77, Contrato nº 20210664 com o valor global de R$: 224.000,00; FONTE DE RECURSOS: 2.001, 4.4.90.52.00; VIGÊNCIA: até 07/11/2022; OBJETO: Fornecimento de veículos (caminhonete 4x4); Vitória do Xingu/PA, 08/11/2021- Márcio Viana Rocha - Prefeito Municipal.PREGÃO ELETRONICO SRP Nº 9/2021-066-SEMED - PARTES: SECRETARIA MUNICIPAL DE EDUCAÇÃO DE VITÓRIA DO XINGU - SEMED - CNPJ: 14.811.402/0001-80 - CONTRATADO: DELTA VEÍCULOS LTDA - CNPJ: 04.243.106/0001-77, Contrato nº 20210665 com o valor global de R$: 210.000,00; FONTE DE RECURSOS: 2.063, 4.4.90.52.00; VIGÊNCIA: até 07/11/2022; OBJETO: Fornecimento de veículos (caminhonete 4x4); Vitória do Xingu/PA, 08/11/2021- Grimário Reis Neto - Secretário Municipal de Educação.PREGÃO ELETRONICO SRP Nº 9/2021-061-PMVX - PARTES: SECRETARIA MUNICIPAL DE EDUCAÇÃO DE VITÓRIA DO XINGU - SEMED - CNPJ: 14.811.402/0001-80 - CONTRATADO: ANTONIO BRITO DIAS- ME - CNPJ: 06.901.190/0001-02, Contrato nº 20210546 com o valor global de R$: 31.205,00; FONTE DE RECURSOS: 2.063, 3.3.90.39.00; VIGÊNCIA: até 09/11/2022; OBJETO: Confecção e fornecimento de material gráfico; Vitória do Xingu/PA, 10/11/2021- Grimário Reis Neto - Secretário Municipal de Educação.PREGÃO ELETRÔNICO SRP Nº 002/2021-PMVX - PARTES: CONTRATANTE: SECRETARIA MUNICIPAL DE EDUCAÇÃO DE VITÓRIA DO XINGU - SEMED - CNPJ: 14.811.402/0001-80- CONTRATADO: J. M. DO NASCIMENTO NETO EIRELI - CNPJ: 33.614.394/00001-27, Contrato nº 20210673 com o valor global de R$: 72.818,50; FONTE DE RECURSOS: 2.063, 3.3.90.30.00; VIGÊNCIA: até 09/11/2022; OBJETO: Aquisição de material de expediente; Vitória do Xingu/PA, 10/11/2021 - Grimário Reis Neto - Secretário Municipal de Educação.PREGÃO ELETRONICO SRP Nº 9/2021-063-PMVX - PARTES: CONTRATANTE: SECRETARIA MUNICIPAL DE EDUCAÇÃO DE VITÓRIA DO XINGU - SEMED - CNPJ: 14.811.402/0001-80 - CONTRATADO: NISSEI SERVIÇOS E COMÉRCIO LTDA - CNPJ: 23.882.208/0001-87, Contrato nº 20210674 com o valor global de R$: 159.378,00; FONTE DE RECURSOS: 2.063, 4.4.90.52.00; VIGÊNCIA: até 09/11/2022; OBJETO: Aquisição de equipamentos diversos (material permanente); Vitória do Xingu/PA, 10/11/2021- Grimário Reis Neto - Secretário Municipal de Educação.PREGÃO PRESENCIAL SRP Nº 9/2021-084-PMVX - PARTES: CONTRATANTE: SECRETARIA MUNICIPAL DE EDUCAÇÃO DE VITÓRIA DO XINGU - SEMED - CNPJ: 14.811.402/0001-80 - CONTRATADO: A MARCIO PRADO GONÇALVES EIRELI - ME - CNPJ: 26.920.123/0001-34, Contrato nº 20210675 com o valor global de R$: 100.723,00; CONTRATADO: W X DA COSTA COMÉRCIO E SERVIÇOS LTDA - CNPJ: 34.511.178/0001-19, Contrato nº 20210676 com o valor global de R$: 37.500,00; CONTRATADO: C PESSOA DA SILVA - ME - CNPJ: 20.647.489/0001-03, Contrato nº 20210677 com o valor global de R$: 24.512,00; CONTRATADO: A MUSICAL PRODUÇÕES EIRELI - CNPJ: 01.419.868/0001-93, Contrato nº 20210678 com o valor global de R$: 30.690,00; CONTRATADO: V C DE OLIVEIRA EIRELI - ME - CNPJ: 14.790.890/0001-97, Contrato nº 20210679 com o valor global de R$: 58.764,00 e CONTRATADO: PAPELARIA E ARMARINHO RR LTDA - CNPJ: 83.734.699/0001-40, Contrato nº 20210680 com o valor global de R$: 57.845,50; FONTE DE RECURSOS: 2.063, 3.3.90.39.00; VIGÊNCIA: até 09/11/2021; OBJETO: Prestação de serviços de realização de eventos (incluindo locação de equipamentos); Vitória do Xingu/PA, 10/11/2021- Grimário Reis Neto - Secretário Municipal de Educação.PREGÃO PRESENCIAL SRP Nº 9/2021-039-PMVX - PARTES: CONTRATANTE: SECRETARIA MUNICIPAL DE EDUCAÇÃO DE VITÓRIA DO XINGU - SEMED - CNPJ: 14.811.402/0001-80 - CONTRATADO: R. DOS ANJOS NASCIMENTO EIRELI - ME - CNPJ: 14.692.580/0001-30, Contrato nº 20210682 com o valor global de R$: 367.325,00; FONTE DE RECURSOS: 2.063, 3.3.90.39.00; VIGÊNCIA: até 09/11/2021; OBJETO: Aquisição de suprimentos e equipamentos de informática; Vitória do Xingu/PA, 10/11/2021- Grimário Reis Neto - Secretário Municipal de Educação.PREGÃO PRESENCIAL SRP Nº 9/2021-067-PMVX - PARTES: CONTRATANTE: SECRETARIA MUNICIPAL DE EDUCAÇÃO DE VITÓRIA DO XINGU - SEMED - CNPJ: 14.811.402/0001-80 - CONTRATADO: I C DA CRUZ ROBERTO EIRELI - ME - CNPJ: 11.435.664/0001-08, Contrato nº 20210690 com o valor global de R$: 207.436,39; FONTE DE RECURSOS: 2.063, 3.3.90.39.00; VIGÊNCIA: até 11/11/2021; OBJETO: Prestação de serviços de dedetização e sanitização; Vitória do Xingu/PA, 12/11/2021- Grimário Reis Neto - Secretário Municipal de Educação.EXTRATO DE CONTRATO - INEXIGIBILIDADE Nº. 6/2021-020-PMVX - PARTES: CONTRATANTE - MUNICÍPIO DE VITÓRIA DO XINGU (PREFEITURA MUNICIPAL DE VITÓRIA DO XINGU - PA) - CNPJ: 34.887.935/0001-53: CONTRATADA - BRASIT &amp; IMPERADOR PRODUÇÕES LTDA - CNPJ: 36.636.797/0001-65, Contrato nº. 20210698; Valor do contrato é de R$: 110.000,00; VIGÊNCIA: 06 (seis) meses; OBJETO: Apresentação única em show artístico com a ""BANDA VITINHO IMPERADOR"", no dia 13/12/2021 na festividade em comemoração ao aniversário do município de Vitória do Xingu/PA, conforme processo de Inexigibilidade de Licitação nº 6/2021-020-PMVX; Vitória do Xingu/PA: 17/11/2021 - Márcio Viana Rocha - Prefeito Municipal.EXTRATO DE CONTRATO - INEXIGIBILIDADE Nº. 6/2021-021-PMVX - PARTES: CONTRATANTE - MUNICÍPIO DE VITÓRIA DO XINGU (PREFEITURA MUNICIPAL DE VITÓRIA DO XINGU - PA) - CNPJ: 34.887.935/0001-53: CONTRATADA - FESTA DE CRENTE PROMOÇÕES ARTISTICAS LTDA - CNPJ: 18.768.186/0001-99, Contrato nº. 20210699; Valor do contrato é de R$: 80.000,00; VIGÊNCIA: 06 (seis) meses; OBJETO: Apresentação única em show artístico com a ""BANDA SOM &amp; LOUVOR"", na 6ª Marcha para Jesus que se realizará no dia 12/12/2021 no município de Vitória do Xingu/PA, conforme processo de Inexigibilidade de Licitação nº 6/2021-021-PMVX; Vitória do Xingu/PA: 17/11/2021 - Márcio Viana Rocha - Prefeito Municipal.EXTRATO DE CONTRATO - INEXIGIBILIDADE Nº. 6/2021-022-PMVX - PARTES: CONTRATANTE - MUNICÍPIO DE VITÓRIA DO XINGU (PREFEITURA MUNICIPAL DE VITÓRIA DO XINGU - PA) - CNPJ: 34.887.935/0001-53: CONTRATADA - Y M LOCAÇÕES E EVENTOS LTDA - CNPJ: 22.193.568/0001-09, Contrato nº. 20210700; Valor do contrato é de R$: 120.000,00; VIGÊNCIA: 06 (seis) meses; OBJETO: Apresentação única em show artístico com o ""CANTOR MATHEUS FERNANDES"", no dia 13/12/2021 na festividade em comemoração ao aniversário do município de Vitória do Xingu/PA, conforme processo de Inexigibilidade de Licitação nº 6/2021-022-PMVX; Vitória do Xingu/PA: 17/11/2021 - Márcio Viana Rocha - Prefeito Municipal.EXTRATO DE CONTRATO - PREGÃO PRESENCIAL SRP Nº 9/2021-095-PMVX - PARTES: MUNICÍPIO DE VITÓRIA DO XINGU (Prefeitura Municipal de Vitória do Xingu) - CNPJ: 34.887.935/0001-53 - CONTRATADO: SANTIAGO E CAMPOS EIRELI - CNPJ: 08.189.496/0001-03, Contrato nº 20210702 com o valor global de R$: 1.660.500,00; FONTE DE RECURSOS: 1.003, 4.4.90.51.00; VIGÊNCIA: até 16/11/2022; OBJETO: Prestação de serviços de perfuração e instalação de poços artesianos, no município de Vitória do Xingu-PA; Vitória do Xingu/PA, 17/11/2021- Márcio Viana Rocha - Prefeito Municipal."
Estado do Pará;Prefeitura Municipal de Dom Eliseu;Edição Nº 214 de 16/11/2021 - Pág. 295;16/11/2021;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-20210368-359665420;"
        EXTRATO DE CONTRATO Nº 20210368
      ";INEXIGIBILIDADE Nº 6/2021-0410001/publicado dia 15/10/2021 no quadro de avisos da prefeitura, com o Objeto: CONTRATAÇÃO DE EMPRESA RESPONSÁVEL PELA APRESENTAÇÃO DE SHOW NA 18ª EXPOSIÇÃO AGROPECUÁRIA DE DOM ELISEU QUE SERÁ REALIZADO NO DIA 14 DE NOVEMBRO DE 2021, FUNDAMENTADO NO ART. 25, INCISO III DA LEI Nº 8.666/93 E SUAS ALTERAÇÕES. (CANTOR WAGNER DINIZ).Contratante: FUNDO MUNICIPAL DE TURISMO, CNPJ: 32.927.009/0001-39Exercício: 2021Contrato: 20210368Contratada: STOP TODDE PROMOÇOES E SERVIÇOS EIRELI, CNPJ: 24.649.810/0001-31Valor Total: R$ 30.000,00 (trinta mil reais)PROGRAMA DE TRABALHO: Exercício 2021 Atividade 23 695 0046 2.155 Apoio a realização do calendário de eventos culturais no município, Classificação econômica 3.3.90.39.00 Outros Serv. de Terceiros Pessoa jurídica 3.3.90.39.99Vigência: 15 de Outubro de 2021 a 31 de Dezembro de 2021
Estado do Pará;PREFEITURA MUNICIPAL DE CANAÃ DOS CARAJÁS;Edição Nº 213 de 12/11/2021 - Pág. 348;12/11/2021;https://www.in.gov.br/web/dou/-/extrato-de-contrato-359393915;"
        EXTRATO DE CONTRATO
      ";CONTRATO Nº: 20219779ORIGEM: INEXIGIBILIDADE Nº 286/2021/PMCCCONTRATANTE: PREFEITURA MUNICIPAL DE CANAÃ DOS CARAJÁS.CONTRATADA(O): BONUS TRACK ENTRETENIMENTO LTDA.OBJETO.: Contratação de evento artístico de SHOW TONI GARRIDO E BANDA, para o dia 20 de novembro de 2021 em alusão O Dia da Consciência Negra e semana literária no município de Canaã dos Carajás- PA.VALOR TOTAL..: R$ 100.000,00 (cem mil reais).PROGRAMA DE TRABALHO: Exercício 2021 Atividade 1003.041221315.2.012 Realizar Eventos e Datas Comemorativas , Classificação econômica 3.3.90.39.00 Outros serv. de terc. pessoa jurídica, Subelemento 3.3.90.39.22, no valor de R$ 100.000,00.VIGÊNCIA.: 09 de Novembro de 2021 a 09 de Novembro de 2022.DATA DA ASSINATURA: 09 de Novembro de 2021.
Estado do Pará;Prefeitura Municipal de São Domingos do Araguaia;Edição Nº 212 de 11/11/2021 - Pág. 299;11/11/2021;https://www.in.gov.br/web/dou/-/extratos-de-contratos-359011560;"
        EXTRATOS DE CONTRATOS
      ";"Contrato Nº: 20210393. Origem: Inexigibilidade Nº 6/2021-025-PMSDA. Contratante: Prefeitura Municipal de São Domingos do Araguaia. Contratada: LS Gaya Produções e Edições Musicais LTDA. Objeto: contratação de show artístico com a cantora Liah Soares &amp; Banda, para a programação cultural de comemoração ao Réveillon 2021 de São Domingos do Araguaia-PA. Valor Total: R$ 45.000,00 (quarenta e cinco mil reais). Vigência: 03 de novembro de 2021 a 31 de Dezembro De 2021. Data da assinatura: 03 de novembro de 2021Contrato Nº: 20210394. Origem: Inexigibilidade Nº 6/2021-026-PMSDAContratante: Prefeitura Municipal de São Domingos do Araguaia. Contratada: Aplausos Locações e Promoção de Eventos EIRELI. OBJETO: contratação de show artístico do cantor Fábio Guerra &amp; Max Cantor os Bons de piseiro para a programação cultural em comemoração ao Réveillon de 2021 de São Domingos do Araguaia-PA. Valor Total: R$ 10.000,00 (dez mil reais). Vigência: 03 de novembro de 2021 a 31 de Dezembro De 2021. Data da assinatura: 03 de novembro de 2021. Programas de Trabalho: Exercício 2021 Atividade 0114.133920052.2.148 Manutenção dos Eventos Municipais , Classificação econômica 3.3.90.39.00 Outros serv. de terc. pessoa jurídica, Subelemento 3.3.90.39.23."
Estado de São Paulo;PREFEITURA MUNICIPAL DE LUTÉCIA;Edição Nº 212 de 11/11/2021 - Pág. 343;11/11/2021;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-192/2021-358955616;"
        EXTRATO DE CONTRATO Nº 192/2021
      ";"Contratante: Prefeitura Municipal de Lutécia. CNPJ nº: 44.544.880/0001-32. Processo licitatório nº 078/2021. Inexigibilidade de licitação nº 002/2021. Objeto: ""Contratação de show artístico com Letícia Coimbra e amigos para festividades do mês de aniversário do Município, que acontecerá no dia 20 de novembro de 2021, com duração de quatro (04) horas, no local indicado pela administração"". Contratada: Coimbra Produções Artísticas Ltda. CNPJ nº: 21.880.324/0001-31. Valor: R$ 30.000,00 (trinta mil reais). Fiscal do contrato: Rodrigo Otávio César Alves. Vigência: 05/11/2021 à 30/11/2021. Data da assinatura: 05/11/2021."
Estado do Pará;PREFEITURA MUNICIPAL DE CANAÃ DOS CARAJÁS;Edição Nº 208 de 05/11/2021 - Pág. 316;05/11/2021;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-20219710-357185600;"
        EXTRATO DE CONTRATO Nº 20219710
      ";ORIGEM: INEXIGIBILIDADE Nº 263/2021/PMCCCONTRATANTE: PREFEITURA MUNICIPAL DE CANAÃ DOS CARAJÁS.CONTRATADA(O): MF SERVIÇOS DE APOIO ADMINISTRATIVO LTDA.OBJETO.: Contratação de evento artístico de SHOW da MARCIA FELIPE para o dia 31 de Dezembro de 2021 em alusão do REVEILLON no município de Canaã dos Carajás- PA.VALOR TOTAL: R$ 270.000,00 (duzentos e setenta mil reais).PROGRAMA DE TRABALHO: Exercício 2021 Atividade 1003.041221315.2.012 Realizar Eventos e Datas Comemorativas , Classificação econômica 3.3.90.39.00 Outros serv. de terc. pessoa jurídica, Subelemento 3.3.90.39.22, no valor de R$ 270.000,00.VIGÊNCIA: 27 de Outubro de 2021 a 27 de Outubro de 2022.DATA DA ASSINATURA: 27 de Outubro de 2021.
Estado do Pará;Prefeitura Municipal de Dom Eliseu;Edição Nº 207 de 04/11/2021 - Pág. 283;04/11/2021;https://www.in.gov.br/web/dou/-/extrato-de-contrato-356829552;"
        EXTRATO DE CONTRATO
      ";INEXIGIBILIDADE Nº 6/2021-2209002 - PROC. ADMINISTRATIVO Nº 02209006/21/publicado dia 22/10/2021 no quadro de avisos da prefeitura, com o Objeto: CONTRATAÇÃO DE EMPRESA RESPONSÁVEL PELA APRESENTAÇÃO DO SHOW GOSPEL QUE REALIZARÁ NO DIA 10 DE NOVEMBRO DE 2021 NA 18ª EXPOSIÇÃO AGROPECUÁRIA DE DOM ELISEU - PA. FUNDAMENTADO NO ART. 25, INCISO III DA LEI Nº 8.666/93E SUAS ALTERAÇÕES.Contratante: PREFEITURA MUNICIPAL DE DOM ELISEU-PAExercício: 2021Contrato: 20210345Contratada: TEMA RECORDS GRAVAÇÃO E DISTRIBUIÇÃO LTDACNPJ : 07.438.652/0001-51Valor Total: de R$ 30.000,00 (Trinta mil reais).PROGRAMA DE TRABALHO.......: Exercício 2021 Atividade 2801.236950046.2.155 Apoio a realização do calendário de eventos culturais no município, Classificação econômica 3.3.90.39.00 Outros serv. de terc. Pessoa jurídica, Subelemento 3.3.90.39.99, no valor de R$ 30.000,00Vigência: 21 de Outubro de 2021 a 31 de Dezembro de 2021
